Sensor, CurrentTimeMs, SensorTimestampNano, X, Y, Z
android.sensor.accelerometer,1524780305689,724954589583,-2.087744,5.9567738,-7.240066
android.sensor.accelerometer,1524780305707,724974580208,-1.7046716,6.14831,-8.207323
android.sensor.accelerometer,1524780305727,724994602083,-2.087744,6.157887,-7.517793
android.sensor.accelerometer,1524780305747,725014594270,-2.2697031,6.215348,-7.6614456
android.sensor.accelerometer,1524780305767,725034583333,-2.0590134,6.2249246,-8.829816
android.sensor.accelerometer,1524780305787,725054575520,-1.8387469,6.1195793,-8.360553
android.sensor.accelerometer,1524780305807,725074597395,-2.1739352,5.861006,-7.335834
android.sensor.accelerometer,1524780305827,725094588020,-2.2697031,5.7843914,-7.422025
android.sensor.accelerometer,1524780305847,725114578645,-2.27928,5.755661,-7.4124484
android.sensor.accelerometer,1524780305867,725134600520,-2.432509,5.5641246,-7.9391727
android.sensor.accelerometer,1524780305887,725154592708,-2.480393,5.506664,-8.226477
android.sensor.accelerometer,1524780305907,725174583333,-2.5761611,5.449203,-7.9104424
android.sensor.accelerometer,1524780305927,725194573958,-2.4708161,5.554548,-7.9104424
android.sensor.accelerometer,1524780305947,725214595833,-2.3463178,5.5641246,-8.236053
android.sensor.accelerometer,1524780305967,725234586458,-2.6431987,5.6120086,-7.489063
android.sensor.accelerometer,1524780305987,725254578645,-2.9783869,5.6215854,-6.703765
android.sensor.accelerometer,1524780306007,725274600520,-3.9073372,6.0142345,-6.1770406
android.sensor.accelerometer,1524780306027,725294591145,-2.96881,5.7365074,-6.1387334
android.sensor.accelerometer,1524780306047,725314581770,1.7908629,4.759673,-3.1124623
android.sensor.accelerometer,1524780306067,725334572395,6.9048777,4.098873,3.4955344
android.sensor.accelerometer,1524780306087,725354595833,10.524911,5.363012,5.2385135
android.sensor.accelerometer,1524780306107,725374586458,14.700398,6.3781533,3.821146
android.sensor.accelerometer,1524780306127,725394577083,18.32043,7.393295,1.6663644
android.sensor.accelerometer,1524780306147,725414598958,22.026655,8.159439,-2.566584
android.sensor.accelerometer,1524780306167,725434591145,19.651608,6.6846113,4.050989
android.sensor.accelerometer,1524780306187,725454581770,18.732235,2.4899697,11.923124
android.sensor.accelerometer,1524780306207,725474603645,18.128895,-2.0398598,18.674774
android.sensor.accelerometer,1524780306227,725494594270,22.122423,-6.9719152,30.358477
android.sensor.accelerometer,1524780306247,725514584895,35.127728,-15.849615,31.469387
android.sensor.accelerometer,1524780306267,725534575520,52.66286,-26.479872,22.649149
android.sensor.accelerometer,1524780306287,725554598958,68.58909,-39.65756,17.592594
android.sensor.accelerometer,1524780306307,725574589583,72.27616,-53.218315,23.357832
android.sensor.accelerometer,1524780306327,725594580208,78.462776,-64.82541,-8.944737
android.sensor.accelerometer,1524780306347,725614602083,78.462776,-62.718506,-32.474953
